[2026-03-26 19:13:07,514][datasets][INFO] - PyTorch version 2.7.0+cu128 available.
[2026-03-26 19:13:08,987][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:09,940][h5py._conv][DEBUG] - Creating converter from 7 to 5
[2026-03-26 19:13:09,940][h5py._conv][DEBUG] - Creating converter from 5 to 7
[2026-03-26 19:13:09,940][h5py._conv][DEBUG] - Creating converter from 7 to 5
[2026-03-26 19:13:09,940][h5py._conv][DEBUG] - Creating converter from 5 to 7
[2026-03-26 19:13:09,981][matplotlib][DEBUG] - matplotlib data path: /home/ziwang/miniconda3/envs/hv10/lib/python3.10/site-packages/matplotlib/mpl-data
[2026-03-26 19:13:09,984][matplotlib][DEBUG] - CONFIGDIR=/home/ziwang/.config/matplotlib
[2026-03-26 19:13:09,985][matplotlib][DEBUG] - interactive is False
[2026-03-26 19:13:09,985][matplotlib][DEBUG] - platform is linux
[2026-03-26 19:13:10,105][matplotlib][DEBUG] - CACHEDIR=/home/ziwang/.cache/matplotlib
[2026-03-26 19:13:10,107][matplotlib.font_manager][DEBUG] - Using fontManager instance from /home/ziwang/.cache/matplotlib/fontlist-v390.json
[2026-03-26 19:13:11,774][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:11,790][git.cmd][DEBUG] - Popen(['git', 'version'], cwd=/home/ziwang/projects/gr00t-wsg-teleop, stdin=None, shell=False, universal_newlines=False)
[2026-03-26 19:13:11,794][git.cmd][DEBUG] - Popen(['git', 'version'], cwd=/home/ziwang/projects/gr00t-wsg-teleop, stdin=None, shell=False, universal_newlines=False)
[2026-03-26 19:13:11,798][git.cmd][DEBUG] - Popen(['git', 'rev-parse', '--show-toplevel'], cwd=/home/ziwang/projects/gr00t-wsg-teleop, stdin=None, shell=False, universal_newlines=False)
[2026-03-26 19:13:11,808][urllib3.connectionpool][DEBUG] - Starting new HTTPS connection (1): api.wandb.ai:443
[2026-03-26 19:13:11,920][urllib3.connectionpool][DEBUG] - https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
[2026-03-26 19:13:12,029][urllib3.connectionpool][DEBUG] - https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
[2026-03-26 19:13:12,075][sentry_sdk.errors][DEBUG] - [Tracing] Create new propagation context: {'trace_id': 'e6ca4750ca434e74890e13870af7cee3', 'span_id': '8dec358785253ee2', 'parent_span_id': None, 'dynamic_sampling_context': None}
[2026-03-26 19:13:12,289][git.cmd][DEBUG] - Popen(['git', 'cat-file', '--batch-check'], cwd=/home/ziwang/projects/gr00t-wsg-teleop, stdin=<valid stream>, shell=False, universal_newlines=False)
[2026-03-26 19:13:14,733][AutoNode][DEBUG] - Defining data type 'any' as 'Any'
[2026-03-26 19:13:14,734][AutoNode][DEBUG] - Defining data type 'bool' as 'Bool' and array 'BoolArray
[2026-03-26 19:13:14,734][AutoNode][DEBUG] - Defining data type 'bundle' as 'Bundle'
[2026-03-26 19:13:14,734][AutoNode][DEBUG] - Defining data type 'colord[3]' as 'Color3d' and array 'Color3dArray
[2026-03-26 19:13:14,734][AutoNode][DEBUG] - Defining data type 'colorf[3]' as 'Color3f' and array 'Color3fArray
[2026-03-26 19:13:14,734][AutoNode][DEBUG] - Defining data type 'colorh[3]' as 'Color3h' and array 'Color3hArray
[2026-03-26 19:13:14,734][AutoNode][DEBUG] - Defining data type 'colord[4]' as 'Color4d' and array 'Color4dArray
[2026-03-26 19:13:14,734][AutoNode][DEBUG] - Defining data type 'colorf[4]' as 'Color4f' and array 'Color4fArray
[2026-03-26 19:13:14,734][AutoNode][DEBUG] - Defining data type 'colorh[4]' as 'Color4h' and array 'Color4hArray
[2026-03-26 19:13:14,734][AutoNode][DEBUG] - Defining data type 'double' as 'Double' and array 'DoubleArray
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'double[2]' as 'Double2' and array 'Double2Array
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'double[3]' as 'Double3' and array 'Double3Array
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'double[4]' as 'Double4' and array 'Double4Array
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'execution' as 'Execution'
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'float' as 'Float' and array 'FloatArray
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'float[2]' as 'Float2' and array 'Float2Array
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'float[3]' as 'Float3' and array 'Float3Array
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'float[4]' as 'Float4' and array 'Float4Array
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'frame[4]' as 'Frame' and array 'FrameArray
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'half' as 'Half' and array 'HalfArray
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'half[2]' as 'Half2' and array 'Half2Array
[2026-03-26 19:13:14,735][AutoNode][DEBUG] - Defining data type 'half[3]' as 'Half3' and array 'Half3Array
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'half[4]' as 'Half4' and array 'Half4Array
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'int' as 'Int' and array 'IntArray
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'int[2]' as 'Int2' and array 'Int2Array
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'int[3]' as 'Int3' and array 'Int3Array
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'int[4]' as 'Int4' and array 'Int4Array
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'int64' as 'Int64' and array 'Int64Array
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'matrixd[2]' as 'Matrix2d' and array 'Matrix2dArray
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'matrixd[3]' as 'Matrix3d' and array 'Matrix3dArray
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'matrixd[4]' as 'Matrix4d' and array 'Matrix4dArray
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'normald[3]' as 'Normal3d' and array 'Normal3dArray
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'normalf[3]' as 'Normal3f' and array 'Normal3fArray
[2026-03-26 19:13:14,736][AutoNode][DEBUG] - Defining data type 'normalh[3]' as 'Normal3h' and array 'Normal3hArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'objectId' as 'ObjectId' and array 'ObjectIdArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'path' as 'Path'
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'pointd[3]' as 'Point3d' and array 'Point3dArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'pointf[3]' as 'Point3f' and array 'Point3fArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'pointh[3]' as 'Point3h' and array 'Point3hArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'quatd[4]' as 'Quatd' and array 'QuatdArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'quatf[4]' as 'Quatf' and array 'QuatfArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'quath[4]' as 'Quath' and array 'QuathArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'string' as 'String'
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'target' as 'Target'
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'texcoordd[2]' as 'TexCoord2d' and array 'TexCoord2dArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'texcoordf[2]' as 'TexCoord2f' and array 'TexCoord2fArray
[2026-03-26 19:13:14,737][AutoNode][DEBUG] - Defining data type 'texcoordh[2]' as 'TexCoord2h' and array 'TexCoord2hArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'texcoordd[3]' as 'TexCoord3d' and array 'TexCoord3dArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'texcoordf[3]' as 'TexCoord3f' and array 'TexCoord3fArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'texcoordh[3]' as 'TexCoord3h' and array 'TexCoord3hArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'timecode' as 'Timecode' and array 'TimecodeArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'token' as 'Token' and array 'TokenArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'uchar' as 'UChar' and array 'UCharArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'uint' as 'UInt' and array 'UIntArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'uint64' as 'UInt64' and array 'UInt64Array
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'vectord[3]' as 'Vector3d' and array 'Vector3dArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'vectorf[3]' as 'Vector3f' and array 'Vector3fArray
[2026-03-26 19:13:14,738][AutoNode][DEBUG] - Defining data type 'vectorh[3]' as 'Vector3h' and array 'Vector3hArray
[2026-03-26 19:13:14,916][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,252][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,274][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,291][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,312][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,334][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,350][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,374][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,389][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,409][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,429][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,450][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,468][asyncio][DEBUG] - Using selector: EpollSelector
[2026-03-26 19:13:15,488][asyncio][DEBUG] - Using selector: EpollSelector
